tgt_close_t-12,tgt_close_t-11,tgt_close_t-10,tgt_close_t-9,tgt_close_t-8,tgt_close_t-7,tgt_close_t-6,tgt_close_t-5,tgt_close_t-4,tgt_close_t-3,tgt_close_t-2,tgt_close_t-1,wind_actual_exc-15m,solar_actual_exc-15m,load_actual_exc-15m,neigh1_close_t-12,neigh1_close_t-11,neigh1_close_t-10,neigh1_close_t-9,neigh1_close_t-8,neigh1_close_t-7,neigh1_close_t-6,neigh1_close_t-5,neigh1_close_t-4,neigh1_close_t-3,neigh1_close_t-2,neigh1_close_t-1,neigh2_close_t-12,neigh2_close_t-11,neigh2_close_t-10,neigh2_close_t-9,neigh2_close_t-8,neigh2_close_t-7,neigh2_close_t-6,neigh2_close_t-5,neigh2_close_t-4,neigh2_close_t-3,neigh2_close_t-2,neigh2_close_t-1,neigh3_close_t-12,neigh3_close_t-11,neigh3_close_t-10,neigh3_close_t-9,neigh3_close_t-8,neigh3_close_t-7,neigh3_close_t-6,neigh3_close_t-5,neigh3_close_t-4,neigh3_close_t-3,neigh3_close_t-2,neigh3_close_t-1,wind_forecast_t-0m,wind_forecast_t-15m,wind_forecast_t-30m,wind_forecast_t-45m,wind_forecast_t-60m,wind_forecast_t-1d-0m,wind_forecast_t-1d-15m,wind_forecast_t-1d-30m,wind_forecast_t-1d-45m,wind_forecast_t-1d-60m,solar_forecast_t-0m,solar_forecast_t-15m,solar_forecast_t-30m,solar_forecast_t-45m,solar_forecast_t-60m,solar_forecast_t-1d-0m,solar_forecast_t-1d-15m,solar_forecast_t-1d-30m,solar_forecast_t-1d-45m,solar_forecast_t-1d-60m,load_forecast_t-0m,load_forecast_t-15m,load_forecast_t-30m,load_forecast_t-45m,load_forecast_t-60m,load_forecast_t-1d-0m,load_forecast_t-1d-15m,load_forecast_t-1d-30m,load_forecast_t-1d-45m,load_forecast_t-1d-60m,wind_actual_t-1d-0m,wind_actual_t-1d-15m,wind_actual_t-1d-30m,wind_actual_t-1d-45m,wind_actual_t-1d-60m,solar_actual_t-1d-0m,solar_actual_t-1d-15m,solar_actual_t-1d-30m,solar_actual_t-1d-45m,solar_actual_t-1d-60m,load_actual_t-1d-0m,load_actual_t-1d-15m,load_actual_t-1d-30m,load_actual_t-1d-45m,load_actual_t-1d-60m,day_ahead_price,delivery_time,execution_hour,target_close
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 07:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 08:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 09:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 10:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 11:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 12:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 13:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 14:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 15:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 16:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 17:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 18:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117.0,32055.0,31995.0,32016.0,32167.0,47261.0,47158.0,47081.0,46978.0,46874.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,11.0,54.0,49383.0,49414.0,48481.0,47434.0,46822.0,50360.0,49524.0,49294.0,48188.0,47742.0,46666.0,46692.0,46720.0,46794.0,45937.0,6.0,6.0,7.0,8.0,7.0,53899.0,53747.0,53531.0,53271.0,52758.0,35.08,2023-12-25 19:15:00,2023-12-25 19:00:00,
26.4,26.4,26.4,16.35,10.5,11.16,8.9,8.9,7.69,8.79,8.8,8.8,,,,43.5,43.5,43.5,40.6,37.61,37.61,37.61,37.61,38.49,38.49,38.49,38.49,35.92,32.67,32.67,25.92,28.09,27.82,27.82,27.82,27.07,25.93,25.93,25.93,9.78,7.21,7.21,7.2,7.5,9.53,7.4,7.4,5.88,5.88,5.88,5.88,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-24 23:00:00,
10.5,11.16,8.9,8.9,7.69,8.79,8.8,8.8,,,,,,,,37.61,37.61,37.61,37.61,38.49,38.49,38.49,38.49,,,,,28.09,27.82,27.82,27.82,27.07,25.93,25.93,25.93,,,,,7.5,9.53,7.4,7.4,5.88,5.88,5.88,5.88,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 00:00:00,
7.69,8.79,8.8,8.8,,,,,,,,,,,,38.49,38.49,38.49,38.49,,,,,,,,,27.07,25.93,25.93,25.93,,,,,,,,,5.88,5.88,5.88,5.88,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 04:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 05:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 06:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 07:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 08:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 09:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 10:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 11:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 12:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 13:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 14:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 15:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 16:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 17:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 18:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217.0,32117.0,32055.0,31995.0,31931.0,47413.0,47342.0,47158.0,47081.0,46978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49703.0,49383.0,49414.0,48481.0,47841.0,51328.0,50635.0,49524.0,49294.0,48188.0,45995.0,46627.0,46692.0,46720.0,46794.0,5.0,5.0,6.0,7.0,8.0,53411.0,53614.0,53747.0,53531.0,53271.0,30.09,2023-12-25 19:30:00,2023-12-25 19:00:00,
9.78,7.21,7.21,7.2,7.5,9.53,7.4,7.4,5.88,5.88,5.88,5.88,,,,43.5,43.5,43.5,40.6,37.61,37.61,37.61,37.61,38.49,38.49,38.49,38.49,35.92,32.67,32.67,25.92,28.09,27.82,27.82,27.82,27.07,25.93,25.93,25.93,26.4,26.4,26.4,16.35,10.5,11.16,8.9,8.9,7.69,8.79,8.8,8.8,32431.0,32217.0,32117.0,32055.0,31931.0,47482.0,47342.0,47261.0,47158.0,47081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49939.0,49703.0,49383.0,49414.0,47841.0,51306.0,50635.0,50360.0,49524.0,49294.0,45860.0,46627.0,46666.0,46692.0,46720.0,5.0,5.0,6.0,6.0,7.0,52537.0,53614.0,53899.0,53747.0,53531.0,34.96,2023-12-25 19:45:00,2023-12-24 23:00:00,
7.5,9.53,7.4,7.4,5.88,5.88,5.88,5.88,,,,,,,,37.61,37.61,37.61,37.61,38.49,38.49,38.49,38.49,,,,,28.09,27.82,27.82,27.82,27.07,25.93,25.93,25.93,,,,,10.5,11.16,8.9,8.9,7.69,8.79,8.8,8.8,,,,,32431.0,32217.0,32117.0,32055.0,31931.0,47482.0,47342.0,47261.0,47158.0,47081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49939.0,49703.0,49383.0,49414.0,47841.0,51306.0,50635.0,50360.0,49524.0,49294.0,45860.0,46627.0,46666.0,46692.0,46720.0,5.0,5.0,6.0,6.0,7.0,52537.0,53614.0,53899.0,53747.0,53531.0,34.96,2023-12-25 19:45:00,2023-12-25 00:00:00,
5.88,5.88,5.88,5.88,,,,,,,,,,,,38.49,38.49,38.49,38.49,,,,,,,,,27.07,25.93,25.93,25.93,,,,,,,,,7.69,8.79,8.8,8.8,,,,,,,,,32431.0,32217.0,32117.0,32055.0,31931.0,47482.0,47342.0,47261.0,47158.0,47081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49939.0,49703.0,49383.0,49414.0,47841.0,51306.0,50635.0,50360.0,49524.0,49294.0,45860.0,46627.0,46666.0,46692.0,46720.0,5.0,5.0,6.0,6.0,7.0,52537.0,53614.0,53899.0,53747.0,53531.0,34.96,2023-12-25 19:45:00,2023-12-25 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32431.0,32217.0,32117.0,32055.0,31931.0,47482.0,47342.0,47261.0,47158.0,47081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49939.0,49703.0,49383.0,49414.0,47841.0,51306.0,50635.0,50360.0,49524.0,49294.0,45860.0,46627.0,46666.0,46692.0,46720.0,5.0,5.0,6.0,6.0,7.0,52537.0,53614.0,53899.0,53747.0,53531.0,34.96,2023-12-25 19:45:00,2023-12-25 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32431.0,32217.0,32117.0,32055.0,31931.0,47482.0,47342.0,47261.0,47158.0,47081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49939.0,49703.0,49383.0,49414.0,47841.0,51306.0,50635.0,50360.0,49524.0,49294.0,45860.0,46627.0,46666.0,46692.0,46720.0,5.0,5.0,6.0,6.0,7.0,52537.0,53614.0,53899.0,53747.0,53531.0,34.96,2023-12-25 19:45:00,2023-12-25 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32431.0,32217.0,32117.0,32055.0,31931.0,47482.0,47342.0,47261.0,47158.0,47081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49939.0,49703.0,49383.0,49414.0,47841.0,51306.0,50635.0,50360.0,49524.0,49294.0,45860.0,46627.0,46666.0,46692.0,46720.0,5.0,5.0,6.0,6.0,7.0,52537.0,53614.0,53899.0,53747.0,53531.0,34.96,2023-12-25 19:45:00,2023-12-25 04:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32431.0,32217.0,32117.0,32055.0,31931.0,47482.0,47342.0,47261.0,47158.0,47081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49939.0,49703.0,49383.0,49414.0,47841.0,51306.0,50635.0,50360.0,49524.0,49294.0,45860.0,46627.0,46666.0,46692.0,46720.0,5.0,5.0,6.0,6.0,7.0,52537.0,53614.0,53899.0,53747.0,53531.0,34.96,2023-12-25 19:45:00,2023-12-25 05:00:00,
